location,airport,iata,latitude,longitude,region
Cheongju,Cheongju International Airport,CJJ,43.3652992249,-92.133102417,Asia
Daegu,Daegu International Airport,TAE,35.894394,128.656989,Asia
Jeju,Jeju International Airport,CJU,33.512058,126.492548,Asia
Muan,Muan International Airport,MWX,34.991406,126.382814,Asia
Seoul,Gimpo International Airport,GMP,37.5583,126.791,Asia
Yangyang,Yangyang International Airport,YNY,38.060481,128.669822,Asia
Hualien City,Hualien Airport,HUN,24.023163,121.617991,Asia
Kaohsiung,Kaohsiung International Airport,KHH,22.577101,120.349998,Asia
Taichung,Taichung International Airport,RMQ,24.2647,120.621002,Asia
Tainan,Tainan Airport,TNN,22.950399,120.206001,Asia
Taipei,Taipei Songshan Airport,TSA,25.067244,121.552822,Asia
Barishal,Barisal Airport,BZL,22.801001,90.301201,Asia
Chittagong,Shah Amanat International Airport,CGP,22.249599,91.813301,Asia
Cox's Bazar,Cox's Bazar International Airport,CXB,21.457517,91.963263,Asia
Dhaka,Hazrat Shahjalal International Airport,DAC,23.843347,90.397783,Asia
Khulna,Khan Jahan Ali Airport,KLN,57.53516,-153.976455,Asia
Rajshahi,Shah Makhdum Airport,RJH,24.437201,88.616501,Asia
Rangpur,Saidpur Airport,SPD,25.759199,88.908897,Asia
Sylhet,Osmani International Airport,ZYL,24.963993,91.864749,Asia
Paro,Paro International Airport,PBH,27.4032,89.424599,Asia
Agartala,Maharaja Bir Bikram Airport,IXA,23.886999,91.240402,Asia
Ahmedabad,Sardar Vallabhbhai Patel International Airport,AMD,23.0772,72.634697,Asia
Amritsar,Sri Guru Ram Das Ji International Airport,ATQ,31.7096,74.797302,Asia
Ayodhya,"Maharishi Valmiki International Airport, Ayodhya Dham",AYJ,26.747736,82.163664,Asia
Bengaluru,Kempegowda International Airport,BLR,13.1979,77.706299,Asia
Bhopal,Raja Bhoj Airport,BHO,23.2875,77.337402,Asia
Bhubaneswar,Biju Patnaik International Airport,BBI,20.251021,85.814747,Asia
Chennai,Chennai International Airport,MAA,12.990005,80.169296,Asia
Coimbatore,Coimbatore International Airport,CJB,11.03,77.043404,Asia
Delhi NCR,Indira Gandhi International Airport,DEL,28.55563,77.09519,Asia
Durgapur,Kazi Nazrul Islam Airport,RDP,23.6225,87.243,Asia
Gaya,Gaya Airport,GAY,24.744301,84.951202,Asia
Guwahati,Lokpriya Gopinath Bordoloi International Airport,GAU,26.106654,91.585226,Asia
Hyderabad,Rajiv Gandhi International Airport,HYD,17.231318,78.429855,Asia
Imphal,Imphal Airport,IMF,24.76,93.896698,Asia
Indore,Devi Ahilya Bai Holkar Airport,IDR,22.721404,75.80051,Asia
Jaipur,Jaipur International Airport,JAI,26.8242,75.812202,Asia
Jammu,Jammu Airport,IXJ,32.688849,74.838152,Asia
Kannur,Kannur International Airport,CNN,11.916343,75.544979,Asia
Kochi,Cochin International Airport,COK,10.151047,76.400838,Asia
Kolkata,Netaji Subhas Chandra Bose International Airport,CCU,22.654012,88.44765,Asia
Kozhikode,Calicut International Airport,CCJ,11.135996,75.955152,Asia
Lucknow,Chaudhary Charan Singh International Airport,LKO,26.760599,80.889297,Asia
Madurai,Madurai Airport,IXM,9.83450984955,78.09339904790001,Asia
Mangaluru,Mangaluru International Airport,IXE,12.95471,74.886812,Asia
Mumbai,Chhatrapati Shivaji Maharaj International Airport,BOM,19.088699,72.867897,Asia
Nagpur,Dr. Babasaheb Ambedkar International Airport,NAG,21.092199,79.047203,Asia
Nashik,Nashik Airport,ISK,20.119101,73.912903,Asia
Navi Mumbai,Navi Mumbai International Airport,NMI,18.984597,73.065253,Asia
Noida (Delhi NCR),Noida International Airport,DXN,28.179868,77.611843,Asia
North Goa,Manohar International Airport,GOX,15.744257,73.860625,Asia
Pune,Pune Airport,PNQ,18.5821,73.919701,Asia
Ranchi,Birsa Munda Airport,IXR,23.314300537100003,85.3217010498,Asia
Siliguri,Bagdogra International Airport,IXB,26.6812,88.328598,Asia
South Goa,Dabolim Airport,GOI,15.380062,73.833328,Asia
Srinagar,Srinagar Airport,SXR,33.987099,74.7742,Asia
Surat,Surat Airport,STV,21.115531,72.743251,Asia
Thiruvananthapuram,Trivandrum International Airport,TRV,8.481889,76.920029,Asia
Tiruchirappalli,Tiruchirappalli International Airport,TRZ,10.762915,78.717741,Asia
Tirupati,Tirupati International Airport,TIR,13.631988,79.539869,Asia
Vadodara,Vadodara Airport,BDQ,22.336201,73.226303,Asia
Varanasi,Lal Bahadur Shastri Airport,VNS,25.452171,82.862549,Asia
Vijayawada,Vijayawada International Airport,VGA,16.530011,80.804888,Asia
Visakhapatnam,Visakhapatnam International Airport,VTZ,17.723506,83.227729,Asia
Addu City,Gan International Airport,GAN,-0.692975,73.152627,Asia
Hanimaadhoo,Hanimaadhoo International Airport,HAQ,6.743235,73.167072,Asia
Malé,Velana International Airport,MLE,4.19183,73.529099,Asia
Maafaru,Maafaru International Airport,NMF,5.817407,73.468404,Asia
Maamigili,Villa International Airport Maamigili,VAM,3.471751,72.832633,Asia
Kathmandu,Tribhuvan International Airport,KTM,27.6966,85.3591,Asia
Pokhara,Pokhara Regional International Airport,PKR,28.200621,83.981203,Asia
Siddharthanagar,Gautam Buddha International Airport,BWA,27.504636,83.410381,Asia
Bahawalpur,Bahawalpur Airport,BHV,29.348100662231445,71.71800231933594,Asia
Faisalabad,Faisalabad International Airport,LYP,31.364923,72.995319,Asia
Gwadar,Gwadar International Airport,GWD,25.296733,62.498822,Asia
Islamabad,Islamabad International Airport,ISB,33.549,72.82566,Asia
Karachi,Jinnah International Airport,KHI,24.9065,67.160797,Asia
Lahore,Allama Iqbal International Airport,LHE,31.521601,74.403603,Asia
Multan,Multan International Airport,MUX,30.203199,71.419098,Asia
Peshawar,Bacha Khan International Airport,PEW,33.9939,71.514603,Asia
Quetta,Quetta International Airport,UET,30.2514,66.937798,Asia
Rahim Yar Khan,Shaikh Zayed International Airport,RYK,28.383899688720703,70.27960205078125,Asia
Sialkot,Sialkot International Airport,SKT,32.535941,74.364623,Asia
Turbat,Turbat International Airport,TUK,25.984767,63.028856,Asia
Batticaloa,Batticaloa International Airport,BTC,7.705073,81.677163,Asia
Colombo,Bandaranaike International Airport,CMB,7.180759906768799,79.88410186767578,Asia
Hambantota,Mattala Rajapaksa International Airport,HRI,6.283878,81.124163,Asia
Jaffna,Jaffna International Airport,JAF,9.79233,80.070099,Asia
Bandar Seri Begawan,Brunei International Airport,BWN,4.9442,114.928001,Asia
Phnom Penh,Techo International Airport,KTI,11.359987,104.921272,Asia
Siem Reap,Siem Reap International Airport,REP,,,Asia
Sihanoukville,Sihanouk International Airport,KOS,10.570557,103.632067,Asia
Ambon,Pattimura International Airport,AMQ,-3.71026,128.089005,Asia
Balikpapan,Sultan Aji Muhammad Sulaiman Sepinggan International Airport,BPN,-1.268342,116.89452,Asia
Banda Aceh,Sultan Iskandar Muda International Airport,BTJ,5.525087,95.41997,Asia
Bandar Lampung,Radin Inten II International Airport,TKG,-5.246803,105.182531,Asia
Bandung,Kertajati International Airport,KJT,-6.647384,108.165561,Asia
Banjarmasin,Syamsudin Noor International Airport,BDJ,-3.440112,114.761209,Asia
Batam,Hang Nadim International Airport,BTH,1.12103,104.119003,Asia
Denpasar,I Gusti Ngurah Rai International Airport,DPS,-8.748409,115.167123,Asia
Jakarta,Halim Perdanakusuma International Airport,HLP,-6.266989,106.890318,Asia
Jayapura,Sentani International Airport,DJJ,-2.579627,140.519857,Asia
Labuan Bajo,Komodo International Airport,LBJ,-8.480694,119.888306,Asia
Makassar,Sultan Hasanuddin International Airport,UPG,-5.075539,119.553702,Asia
Manado,Sam Ratulangi International Airport,MDC,1.548591,124.92625,Asia
Mataram,Lombok International Airport,LOP,-8.759962,116.278169,Asia
Medan,Kualanamu International Airport,KNO,3.637847,98.870566,Asia
Padang,Minangkabau International Airport,PDG,-0.785964,100.280384,Asia
Palembang,Sultan Mahmud Badaruddin II International Airport,PLM,-2.897653,104.698147,Asia
Pekanbaru,Sultan Syarif Kasim II International Airport,PKU,0.458647,101.444321,Asia
Pontianak,Supadio International Airport,PNK,-0.152258,109.404493,Asia
Samarinda,Aji Pangeran Tumenggung Pranoto International Airport,AAP,-0.374478,117.250128,Asia
Semarang,Jenderal Ahmad Yani International Airport,SRG,-6.970732,110.373244,Asia
Sorong,Domine Eduard Osok International Airport,SOQ,-0.894,131.287,Asia
Surabaya,Juanda International Airport,SUB,-7.37983,112.787003,Asia
Surakarta,Adisoemarmo International Airport,SOC,-7.516044,110.757492,Asia
Tanjungpandan,H.A.S. Hanandjoeddin International Airport,TJQ,-2.744109,107.754535,Asia
Yogyakarta,Yogyakarta International Airport,YIA,-7.905338,110.057264,Asia
Bokeo (Tonpheung district),Bokeo International Airport,BOR,20.323986,100.165392,Asia
Luang Prabang,Luang Prabang International Airport,LPQ,19.904273,102.167191,Asia
Pakse,Pakse International Airport,PKZ,15.133973,105.779871,Asia
Savannakhet,Savannakhet Airport,ZVK,16.55660057067871,104.76000213623047,Asia
Vientiane,Wattay International Airport,VTE,17.985052,102.566692,Asia
Alor Setar,Sultan Abdul Halim Airport,AOR,6.189670085906982,100.39800262451172,Asia
Ipoh,Sultan Azlan Shah Airport,IPH,4.56733,101.091643,Asia
Johor Bahru,Senai International Airport,JHB,1.64131,103.669998,Asia
Kota Bharu,Sultan Ismail Petra Airport,KBR,6.1668500900268555,102.29299926757812,Asia
Kota Kinabalu,Kota Kinabalu International Airport,BKI,5.932743,116.049324,Asia
Kuala Lumpur,Kuala Lumpur International Airport,KUL,2.74558,101.709999,Asia
Kuala Terengganu,Sultan Mahmud Airport,TGG,5.3826398849487305,103.10299682617188,Asia
Kuantan,Sultan Haji Ahmad Shah Airport,KUA,3.7753899097442627,103.20899963378906,Asia
Kuching,Kuching International Airport,KCH,1.487364,110.352859,Asia
Labuan,Labuan International Airport,LBU,5.301667,115.248333,Asia
Langkawi,Langkawi International Airport,LGK,6.32973,99.728699,Asia
Penang,Penang International Airport,PEN,5.296303,100.276185,Asia
Mandalay,Mandalay International Airport,MDL,21.702199935913086,95.97789764404297,Asia
Nay Pyi Taw,Naypyidaw International Airport,NYT,19.623501,96.200996,Asia
Yangon,Yangon International Airport,RGN,16.907300949099998,96.1332015991,Asia
Daraga,Bicol International Airport,DRP,13.111915,123.676829,Asia
Cagayan,Cagayan North International Airport,LLC,18.182388,121.746223,Asia
Lapu-Lapu City,Mactan–Cebu International Airport,CEB,10.309261,123.97974,Asia
Angeles City,Clark International Airport,CRK,15.186,120.559998,Asia
Davao City,Francisco Bangoy International Airport,DVO,7.12552,125.646004,Asia
General Santos,General Santos International Airport,GES,6.057208,125.096243,Asia
Iloilo City,Iloilo International Airport,ILO,10.833017,122.493358,Asia
Kalibo,Kalibo International Airport,KLO,11.6794,122.375999,Asia
Laguindingan,Laguindingan International Airport,CGY,8.612203,124.456496,Asia
Laoag,Laoag International Airport,LAO,18.175089,120.531006,Asia
Manila,Ninoy Aquino International Airport,MNL,14.5086,121.019997,Asia
Panglao Island,Bohol–Panglao International Airport,TAG,9.573045,123.770143,Asia
Puerto Princesa,Puerto Princesa International Airport,PPS,9.742044,118.75911,Asia
Olongapo,Subic Bay International Airport,SFS,14.794833,120.271883,Asia
Zamboanga City,Zamboanga International Airport,ZAM,6.92242,122.059998,Asia
Singapore,Changi Airport,SIN,1.35019,103.994003,Asia
Bangkok,Suvarnabhumi Airport,BKK,13.6811,100.747002,Asia
Chiang Mai,Chiang Mai International Airport,CNX,18.766799926799997,98.962600708,Asia
Chiang Rai,Chiang Rai International Airport,CEI,19.952299,99.882896,Asia
Hat Yai,Hat Yai International Airport,HDY,6.93321,100.392998,Asia
Ko Samui,Samui Airport,USM,9.54779,100.061996,Asia
Krabi,Krabi International Airport,KBV,8.095591,98.988955,Asia
Phuket,Phuket International Airport,HKT,8.113257,98.3174,Asia
Rayong/Pattaya,U-Tapao International Airport,UTP,12.6799,101.004997,Asia
Surat Thani,Surat Thani International Airport,URT,9.13259983063,99.135597229,Asia
Udon Thani,Udon Thani International Airport,UTH,17.386186,102.788577,Asia
Dili,Presidente Nicolau Lobato International Airport,DIL,-8.546562,125.524507,Asia
Cần Thơ,Can Tho International Airport,VCA,10.083397,105.709371,Asia
Đà Nẵng,Da Nang International Airport,DAD,16.0439,108.198997,Asia
Hải Phòng,Cat Bi International Airport,HPH,20.817428,106.724315,Asia
Hà Nội,Noi Bai International Airport,HAN,21.221201,105.806999,Asia
Ho Chi Minh City,Tan Son Nhat International Airport,SGN,10.8188,106.652,Asia
Huế,Phu Bai International Airport,HUI,16.400628,107.703094,Asia
Nha Trang,Cam Ranh International Airport,CXR,11.9982,109.219002,Asia
Phú Quốc,Phu Quoc International Airport,PQC,10.169783,103.99353,Asia
Quảng Nam,Chu Lai Airport,VCL,15.4033,108.706001,Asia
Vân Đồn,Van Don International Airport,VDO,21.120693,107.41539,Asia
Herat,Herat International Airport,HEA,34.209999,62.228298,Asia
Kabul,Kabul International Airport,KBL,34.565899,69.212303,Asia
Kandahar,Kandahar International Airport,KDH,31.505769,65.847963,Asia
Mazar-i-Sharif,Mazar-i-Sharif International Airport,MZR,36.70412,67.210459,Asia
Gyumri,Gyumri Shirak International Airport,LWN,40.750401,43.859299,Asia
Kapan,Syunik Airport,YUK,39.202272,46.455204,Asia
Yerevan,Zvartnots International Airport,EVN,40.148941,44.397887,Asia
Baku,Heydar Aliyev International Airport,GYD,40.47278,50.050931,Asia
Fuzuli,Fuzuli International Airport,FZL,39.594578,47.196128,Asia
Ganja,Ganja International Airport,KVD,,,Asia
Lachin,Lachin International Airport,LHL,39.883787,46.363137,Asia
Lankaran,Lankaran International Airport,LLK,38.757919,48.807042,Asia
Nakhchivan,Nakhchivan Airport,NAJ,39.188801,45.458401,Asia
Qabala,Qabala International Airport,GBB,40.808617,47.725389,Asia
Zangilan,Zangilan International Airport,ZZE,39.11443,46.74392,Asia
Zaqatala,Zaqatala International Airport,ZTU,41.557823,46.669464,Asia
Manama,Bahrain International Airport,BAH,26.267295,50.63764,Asia
Larnaca,Larnaca International Airport,LCA,34.875099,33.624901,Asia
North Nicosia,Ercan International Airport,ECN,35.153064,33.507352,Asia
Paphos,Paphos International Airport,PFO,34.717999,32.485699,Asia
Batumi,Batumi International Airport,BUS,41.60939,41.600315,Asia
Kutaisi,Kutaisi International Airport,KUT,42.177448,42.485353,Asia
Sokhumi,Sukhumi Babushara Airport,SUI,42.8582,41.128101,Asia
Tbilisi,Tbilisi International Airport,TBS,41.669201,44.9547,Asia
Abadan,Abadan International Airport,ABD,30.367887,48.230075,Asia
Ahvaz,Ahvaz International Airport,AWZ,31.3364,48.763789,Asia
Arak,Arak International Airport,AJK,34.1381,49.847301,Asia
Ardabil,Ardabil Airport,ADU,38.3256988525,48.4244003296,Asia
Asaluyeh,Persian Gulf Airport,PGU,27.379601,52.737701,Asia
Bandar Abbas,Bandar Abbas International Airport,BND,27.2183,56.3778,Asia
Birjand,Birjand International Airport,XBJ,32.896525,59.281258,Asia
Bushehr,Bushehr Airport,BUZ,28.9447994232,50.8345985413,Asia
Gorgan,Gorgan International Airport,GBT,36.909400939899996,54.4012985229,Asia
Hamadan,Hamadan International Airport,HDM,34.866416,48.56069,Asia
Ilam,Ilam Airport,IIL,33.58660125732422,46.40480041503906,Asia
Isfahan,Isfahan International Airport,IFN,32.755142,51.883877,Asia
Kerman,Ayatollah Hashemi Rafsanjani Airport,KER,30.271276,56.949692,Asia
Kermanshah,Shahid Ashrafi Esfahani Airport,KSH,34.3459014893,47.1581001282,Asia
Kish Island,Kish Airport,KIH,26.525427,53.980462,Asia
Konarak,Chabahar Konarak Airport,ZBR,25.44319,60.382167,Asia
Lamerd,Lamerd Airport,LFM,27.3727,53.188801,Asia
Lar,Larestan International Airport,LRR,27.6747,54.383301,Asia
Mashhad,Mashhad International Airport,MHD,36.234821,59.642949,Asia
Qeshm Island,Qeshm International Airport,GSM,26.754639,55.902353,Asia
Rasht,Rasht Airport,RAS,37.323333,49.617778,Asia
Sari,Dasht-e Naz Airport,SRY,36.644408,53.188761,Asia
Shiraz,Shiraz International Airport,SYZ,29.5392,52.589802,Asia
Tabriz,Tabriz International Airport,TBZ,38.1339,46.235001,Asia
Tehran,Imam Khomeini International Airport,IKA,35.416099548339844,51.152198791503906,Asia
Urmia,Urmia Airport,OMH,37.6680984497,45.0686988831,Asia
Yazd,Shahid Sadooghi Airport,AZD,31.9048995972,54.2765007019,Asia
Zahedan,Zahedan Airport,ZAH,29.4757,60.9062,Asia
Al Najaf,Al Najaf International Airport,NJF,31.991116,44.405019,Asia
Baghdad,Baghdad International Airport,BGW,33.262501,44.2346,Asia
Basra,Basra International Airport,BSR,30.549101,47.662102,Asia
Erbil,Erbil International Airport,EBL,36.236047,43.946615,Asia
Mosul,Mosul International Airport,OSM,36.305801,43.1474,Asia
Nasiriyah,Nasiriyah Airport,XNH,30.935801,46.090099,Asia
Sulaymaniyah,Sulaimaniyah International Airport,ISU,35.560487,45.315137,Asia
Eilat,Ramon Airport,ETM,29.727009,35.014116,Asia
Haifa,Haifa Airport,HFA,32.810219,35.043719,Asia
Tel Aviv,Ben Gurion Airport,TLV,32.011398,34.8867,Asia
Aqaba,King Hussein International Airport,AQJ,29.611601,35.018101,Asia
Amman,Queen Alia International Airport,AMM,31.7226009369,35.9931983948,Asia
Kuwait City,Kuwait International Airport,KWI,29.224487,47.969813,Asia
Beirut,Beirut–Rafic Hariri International Airport,BEY,33.819833,35.487443,Asia
Muscat,Muscat International Airport,MCT,23.600218,58.285268,Asia
Salalah,Salalah International Airport,SLL,17.0387,54.091301,Asia
Sohar,Sohar International Airport,OHS,24.38604,56.62541,Asia
Doha,Hamad International Airport,DOH,25.273056,51.608056,Asia
Abha,Abha International Airport,AHB,18.2404,42.656601,Asia
Al-Ahsa,Al-Ahsa International Airport,HOF,25.285299,49.485199,Asia
Al-Jawf,Al Jawf International Airport,AJF,29.783301,40.100905,Asia
Al-Ula,Al-Ula International Airport,ULH,26.483634,38.117048,Asia
Buraydah,Prince Naif bin Abdulaziz International Airport,ELQ,26.302799,43.774399,Asia
Dammam,King Fahd International Airport,DMM,26.4691,49.798209,Asia
Hafar al-Batin,Al Qaisumah International Airport,AQI,28.335726,46.127108,Asia
Ha'il,Ha'il International Airport,HAS,27.437901,41.686298,Asia
Hanak,Red Sea International Airport,RSI,25.627975,37.088914,Asia
Jeddah,King Abdulaziz International Airport,JED,21.680241,39.157436,Asia
Jizan,King Abdullah bin Abdulaziz International Airport,GIZ,16.9011,42.5858,Asia
Medina,Prince Mohammad bin Abdulaziz International Airport,MED,24.5534,39.705101,Asia
Najran,Najran Domestic Airport,EAM,17.611401,44.419201,Asia
Neom,Neom Bay Airport,NUM,27.924261,35.29358,Asia
Riyadh,King Khalid International Airport,RUH,24.9576,46.698799,Asia
Tabuk,Prince Sultan bin Abdulaziz Airport,TUU,28.3711,36.624865,Asia
Ta'if,Taif International Airport,TIF,21.484739,40.544074,Asia
Yanbu,Yanbu Airport,YNB,24.144199,38.0634,Asia
Aleppo,Aleppo International Airport,ALP,36.181262,37.226869,Asia
Damascus,Damascus International Airport,DAM,33.4114990234375,36.51559829711914,Asia
Latakia,Latakia International Airport,LTK,35.4011,35.9487,Asia
Qamishli,Qamishli Airport,KAC,37.020599,41.191399,Asia
Adana,Şakirpaşa Airport,ADA,36.982201,35.280399,Asia
Alanya,Gazipaşa Airport,GZP,36.298832,32.297017,Asia
Ankara,Esenboğa International Airport,ESB,40.128101,32.995098,Asia
Antalya,Antalya Airport,AYT,36.898701,30.800501,Asia
Bodrum,Milas–Bodrum Airport,BJV,37.249314,27.66401,Asia
Bursa,Yenişehir Airport,YEI,40.255199,29.562599,Asia
Dalaman,Dalaman Airport,DLM,36.7131,28.7925,Asia
Denizli,Denizli Çardak Airport,DNZ,37.7855987549,29.7012996674,Asia
Diyarbakır,Diyarbakır Airport,DIY,37.893902,40.201,Asia
Elazığ,Elazığ Airport,EZS,38.597974,39.28348,Asia
Gaziantep,Oğuzeli Airport,GZT,36.947201,37.478699,Asia
Istanbul,Istanbul Airport,IST,41.274874,28.732136,Asia
İzmir,Adnan Menderes Airport,ADB,38.2924,27.157,Asia
Kayseri,Erkilet Airport,ASR,38.770401,35.495399,Asia
Konya,Konya Airport,KYA,37.979,32.561901,Asia
Kütahya,Zafer Airport,KZR,39.111107,30.130405,Asia
Malatya,Erhaç Airport,MLX,38.435298919699996,38.0909996033,Asia
Nevşehir,Kapadokya Airport,NAV,38.7719,34.5345,Asia
Samsun,Samsun-Çarşamba Airport,SZF,41.253988,36.567546,Asia
Trabzon,Trabzon Airport,TZX,40.995098,39.7897,Asia
Zonguldak,Zonguldak Airport,ONQ,41.506401,32.0886,Asia
Abu Dhabi,Abu Dhabi International Airport,AUH,24.440966,54.649237,Asia
Al Ain,Al Ain International Airport,AAN,24.2617,55.6092,Asia
Dubai,Al Maktoum International Airport,DWC,24.896171,55.16235,Asia
Ras Al Khaimah,Ras Al Khaimah International Airport,RKT,25.613501,55.938801,Asia
Sharjah,Sharjah International Airport,SHJ,25.3286,55.5172,Asia
Aden,Aden International Airport,ADE,12.829564,45.029976,Asia
Mukalla,Riyan International Airport,RIY,14.662241,49.375289,Asia
Sanaa,Sanaa International Airport,SAH,15.4763,44.2197,Asia
Seiyun,Seiyun Airport,GXF,15.965887,48.788146,Asia
Socotra,Socotra Airport,SCT,12.632093,53.906173,Asia
Antwerp,Antwerp International Airport,ANR,51.190667,4.463153,Europe
Brussels,Brussels Airport,BRU,50.901402,4.48444,Europe
Charleroi,Brussels South Charleroi Airport,CRL,50.461963,4.459562,Europe
Liège,Liège Airport,LGG,50.638574,5.443897,Europe
Ostend/Bruges,Ostend–Bruges International Airport,OST,51.1998,2.874673,Europe
Amsterdam,Amsterdam Airport,AMS,52.308601,4.76389,Europe
Eindhoven,Eindhoven Airport,EIN,51.4500999451,5.37452983856,Europe
Groningen,Groningen Airport Eelde,GRQ,53.119107,6.577652,Europe
Maastricht,Maastricht Aachen Airport,MST,50.911087,5.769401,Europe
Rotterdam,Rotterdam The Hague Airport,RTM,51.956902,4.43722,Europe
Luxembourg City,Luxembourg Airport,LUX,49.626845,6.212134,Europe
Ajaccio,Ajaccio Napoleon Bonaparte Airport,AJA,41.923599,8.80292,Europe
Bastia,Poretta Airport,BIA,42.5527,9.48373,Europe
Beauvais,Beauvais–Tillé Airport,BVA,49.454399,2.11278,Europe
Bergerac,Bergerac Dordogne Périgord Airport,EGC,44.825298,0.518611,Europe
Béziers,Béziers Cap d'Agde Airport,BZR,43.323502,3.3539,Europe
Biarritz,Biarritz Pays Basque Airport,BIQ,43.468372,-1.523223,Europe
Bordeaux,Bordeaux–Mérignac Airport,BOD,44.82865,-0.715356,Europe
Brest,Brest Bretagne Airport,BES,48.447899,-4.41854,Europe
Carcassonne,Carcassonne Airport,CCF,43.216,2.30632,Europe
Châlons-en-Champagne,Châlons Vatry Airport,XCR,48.77333,4.20611,Europe
Chambéry,Chambéry Airport,CMF,45.6381,5.88023,Europe
Dinard,Dinard–Pleurtuit–Saint-Malo Airport,DNR,48.5877,-2.07996,Europe
Figari,Figari–Sud Corse Airport,FSC,41.50185,9.097092,Europe
Grenoble,Alpes–Isère Airport,GNB,45.3629,5.32937,Europe
La Rochelle,La Rochelle – Île de Ré Airport,LRH,46.179199,-1.19528,Europe
Lille,Lille Airport,LIL,50.566564,3.102429,Europe
Limoges,Limoges – Bellegarde Airport,LIG,45.862801,1.17944,Europe
Lyon,Lyon–Saint-Exupéry Airport,LYS,45.725996,5.090139,Europe
Marseille,Marseille Provence Airport,MRS,43.438088,5.2125,Europe
Mulhouse,EuroAirport Basel Mulhouse Freiburg,BSL/MLH/EAP,,,Europe
Nantes,Nantes Atlantique Airport,NTE,47.153198,-1.61073,Europe
Nice,Nice Côte d'Azur Airport,NCE,43.658401,7.21587,Europe
Nîmes,Nîmes–Alès–Camargue–Cévennes Airport,FNI,43.757401,4.41635,Europe
Paris,Charles de Gaulle Airport,CDG,49.00896,2.554117,Europe
Pau,Pau Pyrénées Airport,PUF,43.380001,-0.418611,Europe
Perpignan,Perpignan–Rivesaltes Airport,PGF,42.740398,2.87067,Europe
Poitiers,Poitiers–Biard Airport,PIS,46.5877,0.306666,Europe
Rodez,Rodez–Aveyron Airport,RDZ,44.407902,2.48267,Europe
Saint-Étienne,Saint-Étienne–Bouthéon Airport,EBU,45.5406,4.29639,Europe
Strasbourg,Strasbourg Airport,SXB,48.5383,7.62823,Europe
Toulon,Toulon–Hyères Airport,TLN,43.097301,6.14603,Europe
Toulouse,Toulouse–Blagnac Airport,TLS,43.629101,1.36382,Europe
Tours,Tours Val de Loire Airport,TUF,47.432201,0.727606,Europe
Cork,Cork Airport,ORK,51.841301,-8.49111,Europe
Dublin,Dublin Airport,DUB,53.428713,-6.262121,Europe
Kerry,Kerry Airport,KIR,52.180901,-9.52378,Europe
Knock,Ireland West Airport,NOC,53.910439,-8.817002,Europe
Shannon,Shannon Airport,SNN,52.702,-8.92482,Europe
Birmingham,Birmingham Airport,BHX,52.453899,-1.74803,Europe
Bournemouth,Bournemouth Airport,BOH,50.780483,-1.839576,Europe
Bristol,Bristol Airport,BRS,51.382326,-2.716453,Europe
Exeter,Exeter Airport,EXT,50.734261,-3.413984,Europe
Hull,Humberside Airport,HUY,53.576152,-0.34954,Europe
Leeds/Bradford,Leeds Bradford Airport,LBA,53.865898,-1.66057,Europe
Liverpool,Liverpool John Lennon Airport,LPL,53.334863,-2.849637,Europe
London,Gatwick Airport,LGW,51.148744,-0.185739,Europe
Manchester,Manchester Airport,MAN,53.349375,-2.279521,Europe
Middlesbrough,Teesside International Airport,MME,54.509201,-1.42941,Europe
Newcastle upon Tyne,Newcastle International Airport,NCL,36.92509841918945,-76.30439758300781,Europe
Newquay,Newquay Airport,NQY,50.440601,-4.99541,Europe
Norwich,Norwich Airport,NWI,52.6758,1.28278,Europe
Nottingham,East Midlands Airport,EMA,52.8311,-1.32806,Europe
Southampton,Southampton Airport,SOU,50.950298,-1.3568,Europe
Aberdeen (Scotland),Aberdeen Airport,ABZ,57.2019,-2.19778,Europe
Belfast (Northern Ireland),Belfast International Airport,BFS,54.6575012207,-6.2158298492399995,Europe
Cardiff (Wales),Cardiff Airport,CWL,51.396702,-3.34333,Europe
Derry (Northern Ireland),City of Derry Airport,LDY,55.042801,-7.16111,Europe
Edinburgh (Scotland),Edinburgh Airport,EDI,55.950145,-3.372288,Europe
Glasgow (Scotland),Glasgow Airport,GLA,55.871899,-4.43306,Europe
Inverness (Scotland),Inverness Airport,INV,57.5425,-4.0475,Europe
Alderney (Bailiwick of Guernsey),Alderney Airport,ACI,49.706104,-2.21472,Europe
Douglas (Isle of Man),Isle of Man Airport,IOM,54.083081,-4.623871,Europe
Gibraltar (Gibraltar),Gibraltar International Airport,GIB,36.151679,-5.34978,Europe
Saint Peter Port (Guernsey),Guernsey Airport,GCI,49.435001,-2.60197,Europe
Saint Helier (Jersey),Jersey Airport,JER,49.207901,-2.19551,Europe
Graz,Graz Airport,GRZ,46.9911,15.4396,Europe
Klagenfurt,Klagenfurt Airport,KLU,46.642502,14.3377,Europe
Innsbruck,Innsbruck Airport,INN,47.260201,11.344,Europe
Linz,Linz Airport,LNZ,48.235362,14.188128,Europe
Salzburg,Salzburg Airport,SZG,47.793301,13.0043,Europe
Vienna,Vienna International Airport,VIE,48.110298,16.5697,Europe
Brno,Brno–Tuřany Airport,BRQ,49.151276,16.693972,Europe
České Budějovice,České Budějovice Airport,JCL,48.948171,14.42832,Europe
Karlovy Vary,Karlovy Vary Airport,KLV,50.202999,12.915,Europe
Ostrava,Leoš Janáček Airport,OSR,49.696301,18.111099,Europe
